text,font_size,page_number,level,is_bold,is_centered,space_above,word_count,x0
"how the ODL will operate and be managed following the implementation","10.0",6,"Body",False,False,2.7,11,75.2
"who will be involved, and what their role/responsibility will be, for both the","10.0",6,"Body",False,False,2.7,13,75.2
"implementation and operational stages","10.0",6,"Body",False,False,2.7,4,75.2
"Milestones","12.0",7,"H3",True,False,5.5,1,332.2
"1) A preliminary report will be issued during June 2003.","10.0",7,"Body",False,False,2.7,9,64.2
"2) It is expected that an Interim Report, suitable for distribution to the broader library","10.0",7,"Body",False,False,2.7,15,64.2
"community will be available by August 1, 2003 and that there will be an opportunity","10.0",7,"Body",False,False,2.7,16,75.2
"for responses to be evaluated.","10.0",7,"Body",False,False,2.7,5,75.2
"3) The business plan must be completed and approved by the ODL Steering Committee","10.0",7,"Body",False,False,2.7,15,64.2
"no later than September 30, 2003.","10.0",7,"Body",False,False,2.7,5,75.2
"Approach and Specific Proposal Requirements","12.0",7,"H2",True,False,5.5,5,263.8
"The proposal should include the following information:","10.0",7,"Body",False,False,5.5,7,64.2
"a) name of the firm/consultant","10.0",7,"Body",False,False,2.7,5,64.2
"b) names of those individuals who will be engaged in this project, their specific","10.0",7,"Body",False,False,2.7,13,64.2
"responsibilities on this project and relevant experience/qualifications","10.0",7,"Body",False,False,2.7,7,75.2
"c) description of similar engagements that highlight the firm's experience in business","10.0",7,"Body",False,False,2.7,12,64.2
"planning and building stakeholder commitment","10.0",7,"Body",False,False,2.7,5,75.2
"d) references with details of work completed for these references","10.0",7,"Body",False,False,2.7,9,64.2
"e) description of the approach that will be used for completing the business plan,","10.0",7,"Body",False,False,2.7,14,64.2
"including a timeline","10.0",7,"Body",False,False,2.7,3,75.2
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment","10.0",7,"Body",False,False,2.7,15,64.2
"structure","10.0",7,"Body",False,False,2.7,1,75.2
"Evaluation and Awarding of Contract","12.0",8,"H2",True,False,35.4,5,283.0
"Specifically, proposals will be evaluated proposals according to the following criteria:","10.0",8,"Body",False,False,5.5,11,64.2
"Quality of the proposal /approach outlined for undertaking the business planning process","10.0",8,"Body",False,False,2.7,13,75.2
"Demonstrated experience","10.0",8,"Body",False,False,2.7,2,75.2
"Cost, including expenses","10.0",8,"Body",False,False,2.7,3,75.2
"Timeline and projected completion date","10.0",8,"Body",False,False,2.7,5,75.2
"Other relevant factors as determined by the ODL Steering Committee","10.0",8,"Body",False,False,2.7,10,75.2
"Appendix A: ODL Envisioned Phases & Funding","14.0",9,"H2",True,False,35.4,7,189.9
"Phase I: Business Planning","12.0",9,"H3",True,False,5.5,4,64.2
"Timeline: March 2003 - September 2003","9.0",9,"Body",False,False,2.7,5,64.2
"Funding Requested: -$100,000 jointly funded by stakeholder groups and the provincial government.","9.0",9,"Body",False,False,2.8,12,64.2
"Result: The ODL business plan","9.0",9,"Body",False,False,2.8,5,64.2
"The first phase will be to build the ODL business plan.","10.0",9,"Body",False,False,2.7,10,64.2
"This plan will clearly define the ODL's services,","10.0",9,"Body",False,False,2.7,8,64.2
"funding and governance structures, as well as implementation plans for 2003-2005.","10.0",9,"Body",False,False,2.7,11,64.2
"It will also secure","10.0",9,"Body",False,False,2.7,3,64.2
"the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.","10.0",9,"Body",False,False,2.7,19,64.2
"Given the number and diversity of stakeholders involved, the business planning process must be a fully","10.0",9,"Body",False,False,5.5,17,64.2
"consultative approach.","10.0",9,"Body",False,False,2.7,2,64.2
"To ensure that the planning results in a workable plan with the full commitment","10.0",9,"Body",False,False,5.5,14,64.2
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and","10.0",9,"Body",False,False,2.7,16,64.2
"communication components so critical in a consultative process.","10.0",9,"Body",False,False,2.7,8,64.2
"Phase II: Implementing and Transitioning","12.0",9,"H3",True,False,5.5,4,64.2
"Timeline: April 2004-December 2006","9.0",9,"Body",False,False,2.7,4,64.2
"Funding Requested: Funding from other states and provinces suggest that the ODL could receive","9.0",9,"Body",False,False,2.8,15,64.2
"funding of up to $50 Million (over 3 years).","9.0",9,"Body",False,False,2.8,8,64.2
"Funding to be provided partnership of government, library","9.0",9,"Body",False,False,2.8,7,64.2
"stakeholders and other interested parties.","9.0",9,"Body",False,False,2.8,5,64.2
"Result: The ODL is implemented and validated","9.0",9,"Body",False,False,2.8,7,64.2
"The second phase will be to implement the ODL based on the business plan.","10.0",9,"Body",False,False,2.7,13,64.2
"This phase recognizes","10.0",9,"Body",False,False,2.7,3,64.2
"that for ODL to be optimally successful libraries must transition to a new way of doing business and","10.0",9,"Body",False,False,2.7,18,64.2
"providing services.","10.0",9,"Body",False,False,2.7,2,64.2
"The transition must occur while libraries continue to provide existing services and","10.0",9,"Body",False,False,5.5,12,64.2
"respond to current challenges.","10.0",9,"Body",False,False,2.7,4,64.2
"This implementation phase will funded by a partnership of government,","10.0",9,"Body",False,False,5.5,9,64.2
"library stakeholders and other interested parties as a means to quickly jumpstart the ODL.","10.0",9,"Body",False,False,2.7,15,64.2
"The seed money requested will allow libraries to realign their budgets and services as the infrastructure","10.0",9,"Body",False,False,5.5,17,64.2
"and content of the ODL is created and secured.","10.0",9,"Body",False,False,2.7,8,64.2
"Some of the funding will be new money, although there","10.0",9,"Body",False,False,5.5,9,64.2
"is every indication that existing budgets and methods of operating may be modified as a result of","10.0",9,"Body",False,False,2.7,18,64.2
"recommendations.","10.0",9,"Body",False,False,2.7,1,64.2
"During this phase the polices, procedures, governance structures and accountability","10.0",9,"Body",False,False,5.5,10,64.2
"mechanisms of the ODL will be put in place.","10.0",9,"Body",False,False,2.7,8,64.2
"Pilot projects will be initiated, evaluated and expanded.","10.0",9,"Body",False,False,5.5,7,64.2
"Information resources will be identified, contracts for these resources will be negotiated and resources","10.0",9,"Body",False,False,2.7,16,64.2
"will be made deployed through the ODL.","10.0",9,"Body",False,False,2.7,6,64.2
"Regular evaluation during this phase will ensure the ODL is","10.0",9,"Body",False,False,5.5,10,64.2
"achieving its objectives and is accountable to its key communities.","10.0",9,"Body",False,False,2.7,10,64.2
"Phase III: Operating and Growing the ODL","12.0",9,"H3",True,False,5.5,6,64.2
"Timeline: January 2007 -","9.0",9,"Body",False,False,2.7,3,64.2
"Funding: $50 Million annually ($35 Million requested from government)","9.0",9,"Body",False,False,2.8,9,64.2
"Result: The ODL is fully operational and sustainable","9.0",9,"Body",False,False,2.8,8,64.2
"In the third phase the ODL moves into the operational stage.","10.0",9,"Body",False,False,2.7,10,64.2
"Ontarians will experience the full benefits","10.0",9,"Body",False,False,2.7,5,64.2
"of the initiative and libraries will consolidate support around the ODL to grow resources and extend","10.0",9,"Body",False,False,2.7,18,64.2
"Appendix B: ODL Steering Committee Terms of Reference","14.0",11,"H2",True,False,35.4,7,189.9
"1. Preamble","12.0",11,"H3",True,False,24.3,2,64.2
"Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed","10.0",11,"Body",False,False,5.5,16,64.2
"and supported by its diverse stakeholder communities (see: www.odl.on.ca).","10.0",11,"Body",False,False,2.7,10,64.2
"The business","10.0",11,"Body",False,False,5.5,2,64.2
"development planning and commitment process will be overseen by a Steering Committee, who are","10.0",11,"Body",False,False,2.7,16,64.2
"accountable to potential ODL funders including the Province of Ontario.","10.0",11,"Body",False,False,2.7,10,64.2
"2. Terms of Reference","12.0",11,"H3",True,False,5.5,4,64.2
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the","10.0",11,"Body",False,False,5.5,16,64.2
"business plan, securing sector support, and management of the planners and process.","10.0",11,"Body",False,False,2.7,12,64.2
"Specific","10.0",11,"Body",False,False,5.5,1,64.2
"responsibilities include:","10.0",11,"Body",False,False,2.7,2,64.2
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including","10.0",11,"Body",False,False,2.7,16,64.2
"governance, management, funding model and structure, organizational structure, marketing,","10.0",11,"Body",False,False,2.7,11,75.2
"staffing, and evaluation;","10.0",11,"Body",False,False,2.7,3,75.2
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way","10.0",11,"Body",False,False,2.7,16,64.2
"communication, and to ensure meaningful opportunities for stakeholder input into decision-","10.0",11,"Body",False,False,2.7,12,75.2
"making;","10.0",11,"Body",False,False,2.7,1,75.2
"2.3 recruiting and managing the business planner(s);","10.0",11,"Body",False,False,2.7,6,64.2
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing","10.0",11,"Body",False,False,2.7,13,64.2
"expenditures;","10.0",11,"Body",False,False,2.7,1,75.2
"2.5 serving as a focus group for business planner(s) to test ideas;","10.0",11,"Body",False,False,2.7,11,64.2
"2.6 providing signoff for business planner(s) at key decision points of business plan development;","10.0",11,"Body",False,False,2.7,14,64.2
"2.7 securing commitment from library, government, and institutional stakeholders for implementation","10.0",11,"Body",False,False,2.7,13,64.2
"of the business plan;","10.0",11,"Body",False,False,2.7,4,75.2
"2.8 presenting the business plan to funders","10.0",11,"Body",False,False,2.7,6,64.2
"2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library","10.0",11,"Body",False,False,2.7,14,64.2
"and education communities.","10.0",11,"Body",False,False,2.7,3,75.2
"3. Membership","12.0",11,"H3",True,False,5.5,2,64.2
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two","10.0",11,"Body",False,False,5.5,17,64.2
"representatives to the steering committee","10.0",11,"Body",False,False,2.7,5,64.2
"3.1 Schools:","10.0",11,"Body",True,False,2.7,2,64.2
"- Ontario School Library Association (OSLA) and The Association of Library Consultants and","10.0",11,"Body",False,False,2.7,13,75.2
"Coordinators of Ontario (TALCO) (Executive Council of OSLA to name representative in","10.0",11,"Body",False,False,2.7,13,75.2
"consultation with TALCO)","10.0",11,"Body",False,False,2.7,3,75.2
"3.2 Universities:","10.0",11,"Body",True,False,2.7,2,64.2
"- Ontario Council of University Libraries (OCUL) (OCUL to name)","10.0",11,"Body",False,False,2.7,9,75.2
"3.3 Colleges:","10.0",11,"Body",True,False,2.7,2,64.2
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name)","10.0",11,"Body",False,False,2.7,13,75.2
"3.4 Public libraries:","10.0",11,"Body",False,False,2.7,3,64.2
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural","10.0",11,"Body",False,False,2.7,13,75.2
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of","10.0",11,"Body",False,False,2.7,13,75.2
"Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO)","10.0",11,"Body",False,False,2.7,14,75.2
"(Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name)","10.0",11,"Body",False,False,2.7,9,75.2
"4. Appointment Criteria and Process","12.0",12,"H3",True,False,5.5,5,64.2
"Groups and organizations named in Section 3 above are responsible for appointing up to two","10.0",12,"Body",False,False,2.7,16,75.2
"representatives to the Steering Committee.","10.0",12,"Body",False,False,2.7,5,75.2
"Desired characteristics for steering committee appointees include:","10.0",12,"Body",False,False,2.7,7,75.2
"Strategic thinkers;","10.0",12,"Body",False,False,2.7,2,75.2
"Committed to the concept of multi-sector partnerships;","10.0",12,"Body",False,False,2.7,6,75.2
"Knowledgeable about digital libraries and resources;","10.0",12,"Body",False,False,2.7,5,75.2
"Knowledgeable about government structures;","10.0",12,"Body",False,False,2.7,4,75.2
"Respected by their communities; influential;","10.0",12,"Body",False,False,2.7,4,75.2
"Able to take a consultative approach;","10.0",12,"Body",False,False,2.7,5,75.2
"Able to devote time to Steering Committee business: approximately one day per month for","10.0",12,"Body",False,False,2.7,15,75.2
"meetings plus 2-3 working days per month on related activities.","10.0",12,"Body",False,False,2.7,10,75.2
"5. Term","12.0",12,"H3",True,False,5.5,2,64.2
"Expected term on the Steering Committee is the time required to complete development of the","10.0",12,"Body",False,False,5.5,16,64.2
"business plan plus two months.","10.0",12,"Body",False,False,2.7,5,64.2
"This process is expected to take approximately 6 months.","10.0",12,"Body",False,False,5.5,8,64.2
"6. Chair","12.0",12,"H3",True,False,5.5,2,64.2
"Chair will be appointed by the Board of the Ontario Library Association.","10.0",12,"Body",False,False,5.5,11,64.2
"7. Meetings","12.0",12,"H3",True,False,5.5,2,64.2
"It is expected that in person meetings are held once per month and the majority of business will be","10.0",12,"Body",False,False,5.5,19,64.2
"conducted by e-mail, and teleconference.","10.0",12,"Body",False,False,2.7,5,64.2
"8. Lines of Accountability and Communication","12.0",12,"H3",True,False,5.5,5,64.2
"9. Financial and Administrative Policies","12.0",13,"H3",True,False,5.5,5,64.2
"Appendix C: ODL’s Envisioned Electronic Resources","14.0",14,"H2",True,False,35.4,6,189.9
"The purpose of the ODL is to provide equal access to information for all Ontario citizens through","10.0",14,"Body",False,False,5.5,17,64.2
"collaboration and resource sharing.","10.0",14,"Body",False,False,2.7,4,64.2
"ODL will be a portal - capable of customization as","10.0",14,"Body",False,False,5.5,9,64.2
"a home page for local libraries - to organized, comprehensive, authoritative and validated","10.0",14,"Body",False,False,2.7,13,64.2
"e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects","10.0",14,"Body",False,False,2.7,19,64.2
"of their education, life and work.","10.0",14,"Body",False,False,2.7,6,64.2
"Some examples:","10.0",14,"Body",False,False,5.5,2,64.2
"1. Reference Resources","12.0",14,"Body",True,False,5.5,3,64.2
"- directories: companies, associations, organizations, governments, educational institutions,","10.0",14,"Body",False,False,2.7,9,75.2
"etc. etc.","10.0",14,"Body",False,False,2.7,2,75.2
"- almanacs, country information","10.0",14,"Body",False,False,2.7,3,75.2
"- dictionaries, thesauri, encyclopedias","10.0",14,"Body",False,False,2.7,3,75.2
"-consumer information","10.0",14,"Body",False,False,2.7,2,75.2
"- phone books,","10.0",14,"Body",False,False,2.7,3,75.2
"travel guides, entertainment guides","10.0",14,"Body",False,False,2.7,4,75.2
"-weather information","10.0",14,"Body",False,False,2.7,2,75.2
"media/newspapers","10.0",14,"Body",False,False,2.7,1,75.2
"- leisure time, recreational activity guides","10.0",14,"Body",False,False,2.7,5,75.2
"- indexing and abstracting services","10.0",14,"Body",False,False,2.7,4,75.2
"- currency converters,","10.0",14,"Body",False,False,2.7,3,75.2
"- virtual reference services","10.0",14,"Body",False,False,2.7,3,75.2
"-vocational/career information","10.0",14,"Body",False,False,2.7,2,75.2
"-internet search engines","10.0",14,"Body",False,False,2.7,3,75.2
"-current awareness services","10.0",14,"Body",False,False,2.7,3,75.2
"2. Subject Guides","12.0",14,"Body",True,False,5.5,3,64.2
"-arts and humanities","10.0",14,"Body",False,False,2.7,3,75.2
"- business and economics","10.0",14,"Body",False,False,2.7,4,75.2
"- education","10.0",14,"Body",False,False,2.7,2,75.2
"-recreation and sports","10.0",14,"Body",False,False,2.7,3,75.2
"-entertainment - games, activities for kids","10.0",14,"Body",False,False,2.7,6,75.2
"-health information","10.0",14,"Body",False,False,2.7,2,75.2
"-science and technology","10.0",14,"Body",False,False,2.7,3,75.2
"-social sciences","10.0",14,"Body",False,False,2.7,2,75.2
"-society and culture","10.0",14,"Body",False,False,2.7,3,75.2
"3. Educational tool-kits","12.0",14,"Body",True,False,5.5,3,64.2
"-guides to information gathering methodologies, information literacy","10.0",14,"Body",False,False,2.7,7,75.2
"-study guides","10.0",14,"Body",False,False,2.7,2,75.2
"-study skill development","10.0",14,"Body",False,False,2.7,3,75.2
"-web-based curricula","10.0",14,"Body",False,False,2.7,2,75.2
"-internet search guides","10.0",14,"Body",False,False,2.7,3,75.2
"4. Journals, books, maps, music etc.","12.0",14,"Body",True,False,5.5,6,64.2
"Parsippany -Troy Hills STEM Pathways","10.0",1,"Title",True,False,35.2,6,152.0
"Goals:","14.0",1,"Body",True,False,26.4,1,152.0
"Mission Statement: To provide PTHSD high school students with the opportunity to","10.0",1,"Body",True,False,8.3,14,152.0
"concentrate their studies, beyond those required in high school, in the areas of science,","10.0",1,"Body",False,False,1.9,15,153.0
"technology, engineering, and mathematics, and expose students to relevant real world","10.0",1,"Body",False,False,1.9,13,153.0
"experiences through project work, conferences and presentations to enhance their high school","10.0",1,"Body",False,False,1.9,14,153.0
"experience.","10.0",1,"Body",False,False,1.9,1,153.0
"Inspire keen interest in mathematics, science, engineering, and","9.0",1,"Body",False,False,4.7,9,163.0
"technology, develop strong scholarship in the subject and","9.0",1,"Body",False,False,2.8,8,163.0
"promote the enjoyment of these studies in high school.","9.0",1,"Body",False,False,2.8,9,163.0
"Expose students to potential career opportunities in the field.","9.0",1,"Body",False,False,5.7,9,163.0
"Encourage students to pursue higher education and major in","9.0",1,"Body",False,False,2.8,9,163.0
"STEM careers.","9.0",1,"Body",False,False,2.8,2,163.0
"Promote interactions with STEM professionals to learn about","9.0",1,"Body",False,False,5.7,8,163.0
"future opportunities.","9.0",1,"Body",False,False,2.8,2,163.0
"Support field experiences connected to the world outside of","9.0",1,"Body",False,False,5.7,9,163.0
"the school building.","9.0",1,"Body",False,False,2.8,3,163.0
"Signal to employers, universities, training programs, and","9.0",1,"Body",False,False,5.7,7,163.0
"military that a student has completed a comprehensive course","9.0",1,"Body",False,False,2.8,9,163.0
"of study in a specialized area.","9.0",1,"Body",False,False,2.8,6,163.0
"Cultivate transferable work habits such as perseverance, goal","9.0",1,"Body",False,False,5.7,8,163.0
"setting, and self-direction.","9.0",1,"Body",False,False,2.8,3,163.0
"PATHWAY OPTIONS","20.0",1,"H1",True,False,25.9,2,326.0
"4 credits of Math","11.0",1,"Body",False,False,28.8,4,85.1
"4 credits of Science","11.0",1,"Body",False,False,5.8,4,85.1
"4 credits of STEM-designated electives","11.0",1,"Body",False,False,5.8,4,85.1
"Maintain an overall 2.85 GPA","11.0",1,"Body",False,False,3.8,5,86.1
"Participate in a minimum of 3 STEM","11.0",1,"Body",False,False,10.7,6,85.1
"presentations/conferences each year","11.0",1,"Body",False,False,2.8,3,86.1
"with a required minimum total of 12","11.0",1,"Body",False,False,2.8,7,86.1
"presentations/conferences throughout","11.0",1,"Body",False,False,2.8,2,86.1
"the 4 years.","11.0",1,"Body",False,False,2.8,3,86.1
"Join and actively participate in a","11.0",1,"Body",False,False,8.7,5,85.1
"STEM-related extracurricular activity or","11.0",1,"Body",False,False,2.8,4,86.1
"club every year of attendance. -","11.0",1,"Body",False,False,2.8,5,86.1
"4 credits of Math - At least one math","11.0",1,"Body",False,False,28.8,7,471.1
"course should be an AP Math class.","11.0",1,"Body",False,False,2.8,7,472.1
"4 credits of Science- At least one","11.0",1,"Body",False,False,5.8,6,471.1
"science course should be an AP","11.0",1,"Body",False,False,2.8,6,472.1
"Science class.","11.0",1,"Body",False,False,2.8,2,472.1
"4 credits of STEM-designated electives","11.0",1,"Body",False,False,5.8,4,471.1
"- One must be a Computer","11.0",1,"Body",False,False,3.8,5,472.1
"Science/Technology Class","11.0",1,"Body",False,False,2.8,2,472.1
"Maintain an overall 3.5 GPA","11.0",1,"Body",False,False,3.8,5,472.1
"Participate in a minimum of 3 STEM","11.0",1,"Body",False,False,10.7,6,471.1
"presentations/conferences a year with a","11.0",1,"Body",False,False,2.8,5,472.1
"required minimum total of 12","11.0",1,"Body",False,False,2.8,5,472.1
"presentations/conferences throughout","11.0",1,"Body",False,False,2.8,2,472.1
"the 4 years.","11.0",1,"Body",False,False,2.8,3,472.1
"Join and actively participate in a","11.0",1,"Body",False,False,8.7,5,471.1
"STEM-related extracurricular activity or","11.0",1,"Body",False,False,2.8,4,472.1
"club every year of attendance.","11.0",1,"Body",False,False,2.8,5,472.1
"Either participate in an internship or","11.0",1,"Body",False,False,8.7,5,471.1
"design and implement a community","11.0",1,"Body",False,False,2.8,5,472.1
"impact project.","11.0",1,"Body",False,False,2.8,2,472.1
"HOPE To SEE You THERE!","16.0",1,"H1",True,False,8.2,5,190.5
"MEETING MINUTES","28.0",1,"Title",True,True,0.0,2,214.3
"1. Call to Order","16.0",1,"H1",True,False,14.0,4,50.9
"The meeting was called to order at 10:00 AM by the Chair.","12.0",1,"Body",False,False,8.4,12,50.9
"2. Roll Call","16.0",1,"H1",True,False,14.0,3,50.9
"The secretary conducted a roll call. All members were present.","12.0",1,"Body",False,False,8.4,10,50.9
"3. Approval of Previous Minutes","16.0",1,"H1",True,False,14.0,5,50.9
"The minutes of the previous meeting were approved as distributed.","12.0",1,"Body",False,False,8.4,11,50.9
"4. Open Issues","16.0",2,"H1",True,False,14.0,3,50.9
"Discussion on the quarterly budget was held.","12.0",2,"Body",False,False,8.4,7,50.9
"5. New Business","16.0",2,"H1",True,False,14.0,3,50.9
"A motion was made to approve the new marketing plan. The motion passed.","12.0",2,"Body",False,False,8.4,14,50.9
"6. Adjournment","16.0",2,"H1",True,False,14.0,2,50.9
"The meeting was adjourned at 11:30 AM.","12.0",2,"Body",False,False,8.4,8,50.9
"CONSULTING AGREEMENT","24.0",1,"Title",True,True,0.0,2,180.1
"This Consulting Agreement is made effective as of July 26, 2025.","12.0",1,"Body",False,False,13.8,11,50.9
"1. SERVICES","14.0",1,"H1",True,False,11.2,2,50.9
"The Consultant will provide consulting services in the field of software development.","12.0",1,"Body",False,False,8.4,12,50.9
"2. TERM","14.0",1,"H1",True,False,11.2,2,50.9
"The term of this Agreement will begin on the date above and continue for one year.","12.0",1,"Body",False,False,8.4,16,50.9
"3. COMPENSATION","14.0",1,"H1",True,False,11.2,2,50.9
"3.1 Invoices","12.0",1,"H2",True,False,8.4,2,67.9
"The Client shall pay the Consultant a fee of $100 per hour.","12.0",1,"Body",False,False,8.4,12,50.9
"4. CONFIDENTIALITY","14.0",2,"H1",True,False,11.2,2,50.9
"The Consultant agrees to hold all Confidential Information in strict confidence.","12.0",2,"Body",False,False,8.4,11,50.9
"5. GOVERNING LAW","14.0",2,"H1",True,False,11.2,3,50.9
"This Agreement shall be governed by the laws of the State.","12.0",2,"Body",False,False,8.4,11,50.9
"FOR IMMEDIATE RELEASE","14.0",1,"Title",True,True,0.0,3,214.3
"Tech Innovations Inc. Launches Groundbreaking New AI Platform","18.0",1,"H1",True,True,16.8,8,128.6
"HYDERABAD, INDIA – July 26, 2025 – Tech Innovations Inc. today announced the launch of its new platform.","12.0",1,"Body",False,False,8.4,19,50.9
"About Tech Innovations Inc.","12.0",1,"H1",True,False,8.4,4,50.9
"Tech Innovations is a leading provider of AI solutions.","12.0",1,"Body",False,False,8.4,9,50.9
"Media Contact:","12.0",1,"H1",True,False,8.4,2,50.9
"John Doe","12.0",1,"Body",False,False,8.4,2,50.9
"Director of Communications","12.0",1,"Body",False,False,8.4,3,50.9
"NON-DISCLOSURE AGREEMENT","24.0",1,"Title",True,True,0.0,2,180.1
"1. Definition of Confidential Information","14.0",1,"H1",True,False,11.2,5,50.9
"'Confidential Information' means any data or information that is proprietary to the Disclosing Party.","12.0",1,"Body",False,False,8.4,15,50.9
"2. Obligations","14.0",1,"H1",True,False,11.2,2,50.9
"The Receiving Party shall hold and maintain the Confidential Information in strict confidence.","12.0",1,"Body",False,False,8.4,13,50.9
"3. Term","14.0",2,"H1",True,False,11.2,2,50.9
"The nondisclosure provisions of this Agreement shall survive the termination of this Agreement.","12.0",2,"Body",False,False,8.4,13,50.9
"Employee Handbook","36.0",1,"Title",True,True,0.0,2,180.1
"Introduction","18.0",2,"H1",True,False,22.4,1,50.9
"Welcome to our company. This handbook outlines our policies and procedures.","12.0",2,"Body",False,False,8.4,11,50.9
"Code of Conduct","18.0",3,"H1",True,False,22.4,3,50.9
"All employees must adhere to the highest standards of professional conduct.","12.0",3,"Body",False,False,8.4,11,50.9
"Employment Policies","18.0",4,"H1",True,False,22.4,2,50.9
"Attendance","16.0",4,"H2",True,False,14.0,1,67.9
"Punctual and regular attendance is expected of all employees.","12.0",4,"Body",False,False,8.4,9,67.9
"Dress Code","16.0",5,"H2",True,False,14.0,2,67.9
"A professional appearance is important.","12.0",5,"Body",False,False,8.4,5,67.9
"Leave Policy","16.0",6,"H2",True,False,14.0,2,67.9
"Please refer to the detailed leave policy document for information on vacation and sick leave.","12.0",6,"Body",False,False,8.4,16,67.9
"Product Catalog 2024","36.0",1,"Title",True,True,0.0,3,171.4
"Section 1: Laptops","18.0",2,"H1",True,False,22.4,3,50.9
"The Innovator X1","16.0",2,"H2",True,False,14.0,3,50.9
"A powerful and lightweight laptop for professionals on the go.","12.0",2,"Body",False,False,8.4,10,50.9
"The Gamer Pro 5","16.0",3,"H2",True,False,14.0,4,50.9
"Experience next-level gaming with our top-of-the-line gaming laptop.","12.0",3,"Body",False,False,8.4,9,50.9
"Section 2: Desktops","18.0",4,"H1",True,False,22.4,3,50.9
"The Workstation Z","16.0",4,"H2",True,False,14.0,3,50.9
"Unmatched performance for creative and technical professionals.","12.0",4,"Body",False,False,8.4,7,50.9
"White Paper","36.0",1,"Title",True,True,0.0,2,248.6
"The Future of Artificial Intelligence","24.0",1,"Body",False,True,28.0,5,157.1
"Abstract","16.0",2,"H1",True,False,14.0,1,50.9
"This paper explores the potential impact of AI on various industries over the next decade.","12.0",2,"Body",False,False,8.4,15,50.9
"1. Introduction","16.0",3,"H1",True,False,14.0,2,50.9
"Artificial Intelligence (AI) is poised to reshape the global economy.","12.0",3,"Body",False,False,8.4,10,50.9
"2. Problem Statement","16.0",4,"H1",True,False,14.0,3,50.9
"3. Proposed Solution","16.0",5,"H1",True,False,14.0,3,50.9
"4. Conclusion","16.0",6,"H1",True,False,14.0,2,50.9
"5. References","16.0",7,"H1",True,False,14.0,2,50.9
"Dr. Evelyn Reed","36.0",1,"Title",True,True,0.0,3,180.1
"Education","18.0",1,"H1",True,False,16.8,1,50.9
"Ph.D. in Astrophysics, Stanford University, 2010","12.0",1,"Body",False,False,8.4,7,50.9
"Research Experience","18.0",1,"H1",True,False,16.8,2,50.9
"Postdoctoral Fellow, NASA Jet Propulsion Laboratory, 2010-2013","12.0",1,"Body",False,False,8.4,8,50.9
"Publications","18.0",2,"H1",True,False,16.8,1,50.9
"Teaching Experience","18.0",2,"H1",True,False,16.8,2,50.9
"Awards and Honors","18.0",3,"H1",True,False,16.8,3,50.9
"Annual Financial Report","36.0",1,"Title",True,True,0.0,3,142.9
"For the Fiscal Year Ended June 30, 2025","18.0",1,"Body",False,True,16.8,8,128.6
"Letter to Shareholders","18.0",2,"H1",True,False,22.4,3,50.9
"Financial Highlights","18.0",3,"H1",True,False,22.4,2,50.9
"Management's Discussion and Analysis","18.0",4,"H1",True,False,22.4,5,50.9
"Independent Auditor's Report","18.0",5,"H1",True,False,22.4,3,50.9
"Consolidated Financial Statements","18.0",6,"H1",True,False,22.4,3,50.9
"Balance Sheet","16.0",6,"H2",True,False,14.0,2,67.9
"Income Statement","16.0",7,"H2",True,False,14.0,2,67.9
"Statement of Cash Flows","16.0",8,"H2",True,False,14.0,4,67.9
"The Lofts at Downtown Crossing","28.0",1,"Title",True,True,0.0,5,142.9
"Property Features","18.0",1,"H1",True,False,16.8,2,50.9
"Hardwood floors, stainless steel appliances, in-unit laundry.","12.0",1,"Body",False,False,8.4,7,50.9
"Floor Plans","18.0",1,"H1",True,False,16.8,2,50.9
"Studio, 1-Bedroom, and 2-Bedroom units available.","12.0",1,"Body",False,False,8.4,6,50.9
"Location","18.0",2,"H1",True,False,16.8,1,50.9
"Located in the heart of the city, close to public transportation.","12.0",2,"Body",False,False,8.4,11,50.9
"Contact Information","18.0",2,"H1",True,False,16.8,2,50.9
"Call us at 555-1234 to schedule a tour.","12.0",2,"Body",False,False,8.4,8,50.9
